FID,OBJECTID,MM2_DATO_I,MM2_FECHA_,MM2_DIRECC,MM2_BARRIO,MM2_RURAL,MM2_Long,MM2_Lat,MM2_NOMBRE,MM2_CODIGO,cruce_dato,Elevacion,Pendiente,COD_COB25_,NOM_COB25,SIM_COB25,Id_Riesgo,categ_Ries,GEOLOGIA_1,GEOLOGIA_2,DATO_ID,FUENTE,SOLICITUD,FECHA EVENTO,FECHA EVENTO,DIRECCION,BARRIO_VER,RURAL,Long,Lat,ESTACIÓN,CATEGORIA,ENTIDAD,FECHA_INIC,CODIGO,X,Y,P_24H,P_3DIAS,P_7DIAS,P_10DIAS,P15DIAS,P30DIAS,P60DIAS,P90DIAS
183,184,MM0319,3/23/2021,C 4B Oeste 73A - 05,Las Veraneras, ,-76.56386,3.39283,NAPOLES,2622330108,MM0319,1080.574585,41.82442856,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,5,Amenaza alta,TOg,Formacion Guachinte,MM0319,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021NAPOLES,C 4B Oeste 73A - 05,Las Veraneras, ,-7656386,339283,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,7.6,68,83.5,110,213.5,343.7,452.1,531
184,185,MM0320,3/23/2021,Manzana 2 casa 8,Las minas, ,-76.56287,3.393298,NAPOLES,2622330108,MM0320,1050.011597,19.03824043,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,TOg,Formacion Guachinte,MM0320,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021NAPOLES,Manzana 2 casa 8,Las minas, ,-7656287,3393298,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,7.6,68,83.5,110,213.5,343.7,452.1,531
185,186,MM0321,3/23/2021,sin nomenclatura,Alto de la Cruz, ,-76.562398,3.392002,NAPOLES,2622330108,MM0321,1099.222412,36.79383087,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,TOg,Formacion Guachinte,MM0321,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021NAPOLES,sin nomenclatura,Alto de la Cruz, ,-76562398,3392002,NAPOLES,PG,Dagma,42014,2622330108,1058136.92,865839834,7.6,68,83.5,110,213.5,343.7,452.1,531
186,187,MM0322,3/23/2021,K 46A Oeste # 46a-32,Siloe - Tierra Blanca,N/A,-76.564001,3.422783,LOS CRISTALES,2622330105,MM0322,1106.866943,15.82140446,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0322,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021LOS CRISTALES,K 46A Oeste # 46a-32,Siloe - Tierra Blanca,N/A,-76564001,3422783,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,154,193,218,311,583,735,918
187,188,MM0323,3/23/2021,K 44 # 18 - 2E Oeste,Lleras Camargo - Sector Los Pozos, ,-76.562407,3.4236,LOS CRISTALES,2622330105,MM0323,1108.013672,3.538648605,32310,Vegetación secundaria o transición,VEGSEC,1,Riesgo alto,Kv,Formacion Volcanica,MM0323,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021LOS CRISTALES,K 44 # 18 - 2E Oeste,Lleras Camargo - Sector Los Pozos, ,-76562407,853268,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,154,193,218,311,583,735,918
188,189,MM0324,3/23/2021,C 7 Oeste # 49 - 98,Tierra Blanca - sector La Ca�ada, ,-76.55867,3.419246,LOS CRISTALES,2622330105,MM0324,1048.901489,74.6686554,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0324,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021LOS CRISTALES,C 7 Oeste # 49 - 98,Tierra Blanca - sector La Ca?ada, ,-7655867,3419246,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,154,193,218,311,583,735,918
189,190,MM0325,3/23/2021,C 70 # 49b-65,Tierra Blanca - sector La Ca�ada, ,-76.5582,3.4195,LOS CRISTALES,2622330105,MM0325,1066.464478,21.97598839,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0325,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021LOS CRISTALES,C 70 # 49b-65,Tierra Blanca - sector La Ca?ada, ,-765582,838293,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,154,193,218,311,583,735,918
190,191,MM0326,3/23/2021,C 70 # 49b-63,Tierra Blanca - sector La Ca�ada, ,-76.5583,3.4196,LOS CRISTALES,2622330105,MM0326,1069.145996,6.517336845,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0326,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021LOS CRISTALES,C 70 # 49b-63,Tierra Blanca - sector La Ca?ada, ,-765583,838659,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,154,193,218,311,583,735,918
191,192,MM0329,3/23/2021,C 11 # 43-48,Lleras Camargo, ,-76.562077,3.423266,LOS CRISTALES,2622330105,MM0329,1113.838623,36.54125977,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0329,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021LOS CRISTALES,C 11 # 43-48,Lleras Camargo, ,-76562077,3423266,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,154,193,218,311,583,735,918
192,193,MM0331,3/23/2021,K 45 # 15 - 36,Lleras Camargo - Los pozoz, ,-76.560693,3.425139,LOS CRISTALES,2622330105,MM0331,1208.947266,22.18996239,32310,Vegetación secundaria o transición,VEGSEC,5,Amenaza alta,Ql/Kv,Lateritas Formacion Volcanica,MM0331,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021LOS CRISTALES,K 45 # 15 - 36,Lleras Camargo - Los pozoz, ,-76560693,3425139,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,154,193,218,311,583,735,918
193,194,MM0332,3/23/2021,K 44 # 19 - 52,Lleras Camargo - Los pozoz, ,-76.56172,3.426197,LOS CRISTALES,2622330105,MM0332,1206.173462,37.61865997,32310,Vegetación secundaria o transición,VEGSEC,6,Amenaza media,Ql/Kv,Lateritas Formacion Volcanica,MM0332,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021LOS CRISTALES,K 44 # 19 - 52,Lleras Camargo - Los pozoz, ,-7656172,3426197,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,154,193,218,311,583,735,918
194,195,MM0333,3/23/2021,C 18 w Oeste,Lleras Camargo - Los pozoz, ,-76.563134,3.420978,LOS CRISTALES,2622330105,MM0333,1066.44043,17.88010406,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0333,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021LOS CRISTALES,C 18 w Oeste,Lleras Camargo - Los pozoz, ,-76563134,3420978,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,154,193,218,311,583,735,918
195,196,MM0334,44278,C 18 Oeste # 50A - 10,Lleras Camargo - Los Chorros, ,-76.559559,3.418759,LOS CRISTALES,2622330105,MM0334,1021.843628,36.09079742,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0334,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021LOS CRISTALES,C 18 Oeste # 50A - 10,Lleras Camargo - Los Chorros, ,-76559559,3418759,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,154,193,218,311,583,735,918
196,197,MM0335,3/23/2021,Carrera 54 D Diagonal 45 A20,Pueblo Joven, ,-76.56508,3.41564,IDEAS,2622330111,MM0335,1037.846802,14.3763504,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0335,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021CAÑAVERALEJO-EDIFICIO CVC,Carrera 54 D Diagonal 45 A20,Pueblo Joven, ,-7656508,341564,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,1.2,43,100.8,113,205,315.2,386.6,530
197,198,MM0336,3/23/2021,Diagonal 45 oeste No 54 - 08,Pueblo Joven, ,-76.56559,3.41679,IDEAS,2622330111,MM0336,1043.213867,28.31174469,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Ql/Kv,Lateritas Formacion Volcanica,MM0336,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021CAÑAVERALEJO-EDIFICIO CVC,Diagonal 45 oeste No 54 - 08,Pueblo Joven, ,-7656559,341679,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,1.2,43,100.8,113,205,315.2,386.6,530
198,199,MM0338,3/23/2021,Carrera 54 A oeste No 47 - 29,Pueblo Joven, ,-76.56461,3.41672,IDEAS,2622330111,MM0338,1020.868958,55.93296051,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Ql/Kv,Lateritas Formacion Volcanica,MM0338,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021CAÑAVERALEJO-EDIFICIO CVC,Carrera 54 A oeste No 47 - 29,Pueblo Joven, ,-7656461,341672,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,1.2,43,100.8,113,205,315.2,386.6,530
199,200,MM0339,3/23/2021,Calle 25 C oeste No 49 - 17,La Arboleda Brisas de Mayo, ,-76.565153,3.420605,LOS CRISTALES,2622330105,MM0339,1071.051514,16.48756409,12211,Otras superficies artificiales sin construcción,OISC,1,Riesgo alto,Kv,Formacion Volcanica,MM0339,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021LOS CRISTALES,Calle 25 C oeste No 49 - 17,La Arboleda Brisas de Mayo, ,-76565153,3420605,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,10,154,193,218,311,583,735,918
200,201,MM0341,3/23/2021,Carrera 54 Aoeste No. 14 A - 26,Pueblo Joven, ,-76.56456,3.41653,IDEAS,2622330111,MM0341,1022.830017,47.4755249,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0341,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021CAÑAVERALEJO-EDIFICIO CVC,Carrera 54 Aoeste No. 14 A - 26,Pueblo Joven, ,-7656456,341653,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,1.2,43,100.8,113,205,315.2,386.6,530
201,202,MM0342,3/23/2021,Carrera 54 E oeste No. 45 A 17,Pueblo Joven, ,-76.56531,3.41578,IDEAS,2622330111,MM0342,1041.295288,18.44807434,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0342,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021CAÑAVERALEJO-EDIFICIO CVC,Carrera 54 E oeste No. 45 A 17,Pueblo Joven, ,-7656531,341578,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,1.2,43,100.8,113,205,315.2,386.6,530
202,203,MM0343,3/23/2021,Carrera 54 E oeste No. 45 A 11,Pueblo Joven, ,-76.56536,3.41573,IDEAS,2622330111,MM0343,1041.403198,13.70827961,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Ql/Kv,Lateritas Formacion Volcanica,MM0343,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021CAÑAVERALEJO-EDIFICIO CVC,Carrera 54 E oeste No. 45 A 11,Pueblo Joven, ,-7656536,341573,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,1.2,43,100.8,113,205,315.2,386.6,530
203,204,MM0344,3/23/2021,Calle 17 oeste No 55 - 16,Bella Suiza, ,-76.5672,3.40951,IDEAS,2622330111,MM0344,991.5223389,9.668688774,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,7,Amenaza baja,Kv,Formacion Volcanica,MM0344,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021CAÑAVERALEJO-EDIFICIO CVC,Calle 17 oeste No 55 - 16,Bella Suiza, ,-765672,340951,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,1.2,43,100.8,113,205,315.2,386.6,530
204,205,MM0345,3/23/2021,Calle 17 B oeste No 55 - 72,Bella Suiza, ,-76.56676,3.40971,IDEAS,2622330111,MM0345,990.1463623,4.896905422,11211,Zonas urbanas discontinuas,ZUD,4,Riesgo bajo,Kv,Formacion Volcanica,MM0345,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021CAÑAVERALEJO-EDIFICIO CVC,Calle 17 B oeste No 55 - 72,Bella Suiza, ,-7656676,340971,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,1.2,43,100.8,113,205,315.2,386.6,530
205,206,MM0346,3/23/2021,Calle 17 B oeste No 55 - 56,Bella Suiza, ,-76.56739,3.40958,IDEAS,2622330111,MM0346,991.1411133,2.978758097,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,7,Amenaza baja,Kv,Formacion Volcanica,MM0346,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021CAÑAVERALEJO-EDIFICIO CVC,Calle 17 B oeste No 55 - 56,Bella Suiza, ,-7656739,340958,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,1.2,43,100.8,113,205,315.2,386.6,530
206,207,MM0347,3/23/2021,Calle 17 B oeste No. 55 - 48,Bella Suiza, ,-76.56722,3.40947,IDEAS,2622330111,MM0347,991.8106689,5.573441982,31112,Bosque mixto denso bajo de tierra firme,BNDBAJ,4,Riesgo bajo,Kv,Formacion Volcanica,MM0347,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021CAÑAVERALEJO-EDIFICIO CVC,Calle 17 B oeste No. 55 - 48,Bella Suiza, ,-7656722,340947,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,1.2,43,100.8,113,205,315.2,386.6,530
207,208,MM0348,3/23/2021,Calle 17 B oeste No 55 - 66,Bella Suiza, ,-76.56724,3.40978,IDEAS,2622330111,MM0348,989.6017456,18.54602623,11211,Zonas urbanas discontinuas,ZUD,7,Amenaza baja,Kv,Formacion Volcanica,MM0348,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021CAÑAVERALEJO-EDIFICIO CVC,Calle 17 B oeste No 55 - 66,Bella Suiza, ,-7656724,340978,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,1.2,43,100.8,113,205,315.2,386.6,530
208,209,MM0349,3/23/2021,Calle 17 B oeste No 55 - 24,Bella Suiza, ,-76.56702,3.40998,IDEAS,2622330111,MM0349,988.4727783,6.417994499,11211,Zonas urbanas discontinuas,ZUD,4,Riesgo bajo,Kv,Formacion Volcanica,MM0349,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021CAÑAVERALEJO-EDIFICIO CVC,Calle 17 B oeste No 55 - 24,Bella Suiza, ,-7656702,340998,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,1.2,43,100.8,113,205,315.2,386.6,530
209,210,MM0350,3/23/2021,Calle 17 B oeste No 55 - 32,Bella Suiza, ,-76.56688,3.40973,IDEAS,2622330111,MM0350,989.9190674,11.59294796,11211,Zonas urbanas discontinuas,ZUD,4,Riesgo bajo,Kv,Formacion Volcanica,MM0350,BD_SGRED,Operativo,3/23/2021 0:00,3/23/2021CAÑAVERALEJO-EDIFICIO CVC,Calle 17 B oeste No 55 - 32,Bella Suiza, ,-7656688,340973,CAÑAVERALEJO-EDIFICIO CVC,PG,DAGMA,8/13/2015,2622330111,1056528,868783,1.2,43,100.8,113,205,315.2,386.6,530
210,211,MM0351,3/22/2021,C 6 Oeste # 39A -56,Belen - Siloe, ,-76.555807,3.427046,LOS CRISTALES,2622330105,MM0351,1062.033203,76.37886047,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0351,BD_SGRED,Operativo,3/22/2021 0:00,3/22/2021LOS CRISTALES,C 6 Oeste # 39A -56,Belen - Siloe, ,-76555807,3427046,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,14,148,197,210,366,583,746,908
211,212,MM0352,3/22/2021,C 6 Oeste #39A- 55,Belen - Siloe, ,-76.555398,3.426863,LOS CRISTALES,2622330105,MM0352,1053.134277,68.53347015,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0352,BD_SGRED,Operativo,3/22/2021 0:00,3/22/2021LOS CRISTALES,C 6 Oeste #39A- 55,Belen - Siloe, ,-76555398,3426863,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,14,148,197,210,366,583,746,908
212,213,MM0353,3/22/2021,C 6 Oeste # 39A-52,Belen - Siloe, ,-76.555482,3.426767,LOS CRISTALES,2622330105,MM0353,1048.873657,88.78195953,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0353,BD_SGRED,Operativo,3/22/2021 0:00,3/22/2021LOS CRISTALES,C 6 Oeste # 39A-52,Belen - Siloe, ,-76555482,3426767,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,14,148,197,210,366,583,746,908
213,214,MM0354,3/22/2021,C 6 A #39A-46,Belen - Siloe, ,-76.555467,3.426752,LOS CRISTALES,2622330105,MM0354,1046.840332,89.23799896,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0354,BD_SGRED,Operativo,3/22/2021 0:00,3/22/2021LOS CRISTALES,C 6 A #39A-46,Belen - Siloe, ,-76555467,3426752,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,14,148,197,210,366,583,746,908
214,215,MM0355,3/22/2021,C 6 # 39A- 65,Belen - Siloe, ,-76.555874,3.427027,LOS CRISTALES,2622330105,MM0355,1055.716187,65.0245285,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0355,BD_SGRED,Operativo,3/22/2021 0:00,3/22/2021LOS CRISTALES,C 6 # 39A- 65,Belen - Siloe, ,-76555874,3427027,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,14,148,197,210,366,583,746,908
215,216,MM0356,3/22/2021,C 6 Oeste,Belen - Siloe, ,-76.555853,3.427452,LOS CRISTALES,2622330105,MM0356,1066.209351,55.48162079,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0356,BD_SGRED,Operativo,3/22/2021 0:00,3/22/2021LOS CRISTALES,C 6 Oeste,Belen - Siloe, ,-76555853,3427452,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,14,148,197,210,366,583,746,908
216,217,MM0357,3/22/2021,K 40 Oeste #5-25,Belen - Siloe, ,-76.555706,3.425663,LOS CRISTALES,2622330105,MM0357,1068.914063,40.61170197,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0357,BD_SGRED,Operativo,3/22/2021 0:00,3/22/2021LOS CRISTALES,K 40 Oeste #5-25,Belen - Siloe, ,-76555706,3425663,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,14,148,197,210,366,583,746,908
217,218,MM0358,3/22/2021,C 5B Oeste #40C-30,Los Balsos- Siloe, ,-76.555739,3.425372,LOS CRISTALES,2622330105,MM0358,1074.044434,47.1623497,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0358,BD_SGRED,Operativo,3/22/2021 0:00,3/22/2021LOS CRISTALES,C 5B Oeste #40C-30,Los Balsos- Siloe, ,-76555739,3425372,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,14,148,197,210,366,583,746,908
218,219,MM0359,3/22/2021,K 40C #5- 30 Oeste,Los Balsos- Siloe, ,-76.555744,3.425488,LOS CRISTALES,2622330105,MM0359,1072.87854,45.95119095,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Kv,Formacion Volcanica,MM0359,BD_SGRED,Operativo,3/22/2021 0:00,3/22/2021LOS CRISTALES,K 40C #5- 30 Oeste,Los Balsos- Siloe, ,-76555744,3425488,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,14,148,197,210,366,583,746,908
219,220,MM0360,3/22/2021,K 40 B Oeste #7- 50,San Francisco- Siloe, ,-76.556422,3.428065,LOS CRISTALES,2622330105,MM0360,1085.084961,58.29159546,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0360,BD_SGRED,Operativo,3/22/2021 0:00,3/22/2021LOS CRISTALES,K 40 B Oeste #7- 50,San Francisco- Siloe, ,-76556422,3428065,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,14,148,197,210,366,583,746,908
220,221,MM0361,3/22/2021,K 40B Oeste #7-64,San Francisco- Siloe, ,-76.557357,3.42821,LOS CRISTALES,2622330105,MM0361,1111.244873,61.164814,32310,Vegetación secundaria o transición,VEGSEC,5,Amenaza alta,TOg,Formacion Guachinte,MM0361,BD_SGRED,Operativo,3/22/2021 0:00,3/22/2021LOS CRISTALES,K 40B Oeste #7-64,San Francisco- Siloe, ,-76557357,342821,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,14,148,197,210,366,583,746,908
221,222,MM0362,3/22/2021,K 40B Oeste,San Francisco- Siloe, ,-76.556389,3.428031,LOS CRISTALES,2622330105,MM0362,1082.825317,72.88136291,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0362,BD_SGRED,Operativo,3/22/2021 0:00,3/22/2021LOS CRISTALES,K 40B Oeste,San Francisco- Siloe, ,-76556389,3428031,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,14,148,197,210,366,583,746,908
222,223,MM0363,3/24/2021,C 13 Oeste No. 53 - 13,Brisas de Mayo - Sector Pascualito, ,-76.564031,3.419567,LOS CRISTALES,2622330105,MM0363,1030.766602,8.802410126,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0363,BD_SGRED,Operativo,3/24/2021 0:00,3/24/2021LOS CRISTALES,C 13 Oeste No. 53 - 13,Brisas de Mayo - Sector Pascualito, ,-76564031,3419567,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,24,182,207,244,566,735,878
223,224,MM0364,3/24/2021,C 52 B K 13 Oeste,Brisas de Mayo- sector Pascualito, ,-76.5644,3.41988,LOS CRISTALES,2622330105,MM0364,1038.181641,23.54843712,12211,Otras superficies artificiales sin construcción,OISC,1,Riesgo alto,Kv,Formacion Volcanica,MM0364,BD_SGRED,Operativo,3/24/2021 0:00,3/24/2021LOS CRISTALES,C 52 B K 13 Oeste,Brisas de Mayo- sector Pascualito, ,-765644,341988,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,24,182,207,244,566,735,878
224,225,MM0368,3/24/2021,Calle 5 oeste # 43-80,Siloe - Guayabales, ,-76.5537,3.4205,LOS CRISTALES,2622330105,MM0368,985.7921143,22.61143303,11111,Zonas urbanas continuas,ZUC,4,Riesgo bajo,Qca(RMel),Cono aluvial rio Melendez,MM0368,BD_SGRED,Operativo,3/24/2021 0:00,3/24/2021LOS CRISTALES,Calle 5 oeste # 43-80,Siloe - Guayabales, ,-765537,841945,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,24,182,207,244,566,735,878
225,226,MM0369,3/24/2021,Cra 42 oeste # 5a-46,Siloe Guayabales, ,-76.556,3.4263,LOS CRISTALES,2622330105,MM0369,1058.767822,58.13680649,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0369,BD_SGRED,Operativo,3/24/2021 0:00,3/24/2021LOS CRISTALES,Cra 42 oeste # 5a-46,Siloe Guayabales, ,-76556,863129,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,24,182,207,244,566,735,878
226,227,MM0372,3/24/2021,Calle 5a oeste # 45-42,Siloe - Guayabales, ,-76.5553,3.4217,LOS CRISTALES,2622330105,MM0372,1035.321289,39.94425201,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0372,BD_SGRED,Operativo,3/24/2021 0:00,3/24/2021LOS CRISTALES,Calle 5a oeste # 45-42,Siloe - Guayabales, ,-765553,846328,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,24,182,207,244,566,735,878
227,228,MM0375,3/24/2021,Calle 5 oeste # 44-58,Siloe - Guayabales, ,-76.5558,3.4221,LOS CRISTALES,2622330105,MM0375,1050.234009,38.97969055,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0375,BD_SGRED,Operativo,3/24/2021 0:00,3/24/2021LOS CRISTALES,Calle 5 oeste # 44-58,Siloe - Guayabales, ,-765558,847789,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,24,182,207,244,566,735,878
228,229,MM0377,3/24/2021,Cale 5c oeste # 43-47,Siloe - Guayabales, ,-76.554,3.4202,LOS CRISTALES,2622330105,MM0377,992.0523682,7.066198826,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0377,BD_SGRED,Operativo,3/24/2021 0:00,3/24/2021LOS CRISTALES,Cale 5c oeste # 43-47,Siloe - Guayabales, ,-76554,840849,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,24,182,207,244,566,735,878
229,230,MM0380,3/24/2021,Calle 5 # 44b oeste,Siloe - Guayabales, ,-76.5554,3.4216,LOS CRISTALES,2622330105,MM0380,1028.809448,28.11426735,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0380,BD_SGRED,Operativo,3/24/2021 0:00,3/24/2021LOS CRISTALES,Calle 5 # 44b oeste,Siloe - Guayabales, ,-765554,845963,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,24,182,207,244,566,735,878
230,231,MM0381,3/24/2021,K 46A Oeste # 22-69,La Sultana, ,-76.5655,3.423,LOS CRISTALES,2622330105,MM0381,1119.420654,14.5745039,11111,Zonas urbanas continuas,ZUC,1,Riesgo alto,Kv,Formacion Volcanica,MM0381,BD_SGRED,Operativo,3/24/2021 0:00,3/24/2021LOS CRISTALES,K 46A Oeste # 22-69,La Sultana, ,-765655,3423,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,24,182,207,244,566,735,878
231,232,MM0384,3/24/2021,K 50 E # 9 - 56,Lleras Camargo, ,-76.560883,3.418993,LOS CRISTALES,2622330105,MM0384,1005.689575,7.860470295,11111,Zonas urbanas continuas,ZUC,3,Riesgo medio,Kv,Formacion Volcanica,MM0384,BD_SGRED,Operativo,3/24/2021 0:00,3/24/2021LOS CRISTALES,K 50 E # 9 - 56,Lleras Camargo, ,-76560883,3418993,LOS CRISTALES,PM,CVC,25205,2622330105,1056527.91,870803337,0,24,182,207,244,566,735,878
